Order ID,Order Date,Outlet ID,Outlet Type,Outlet Size,Outlet Location,Establishment Year,Product ID,Item Type,Item Fat Content,Units,Sales,Rating,Item Visibility
ORD100405,14-06-2024,OUT015,Grocery Store,Small,Tier 2,2012,SKU1530,Beverages,Regular,1,1.9,4,0.058
ORD100406,29-03-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU9348,Snacks,Regular,1,2.88,3.7,0.042
ORD100407,28-12-2022,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU1883,Frozen,Low Fat,1,5.5,4.4,0.027
ORD100408,11-08-2023,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU2596,Snacks,Regular,3,11.77,3.2,0.063
ORD100409,27-07-2024,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU9674,Bakery,Low Fat,1,3.52,3.7,0.104
ORD100410,13-05-2022,OUT009,Grocery Store,Medium,Tier 1,2018,SKU3160,Bakery,Low Fat,1,3.76,4.8,0.033
ORD100411,16-06-2023,OUT020,Convenience Store,Medium,Tier 3,2013,SKU4679,Personal Care,Low Fat,3,13.2,3.2,0.096
ORD100412,04-05-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU6733,Produce,Regular,5,13.06,3.7,0.097
ORD100413,11-02-2023,OUT015,Grocery Store,Small,Tier 2,2012,SKU8273,Beverages,Low Fat,2,6,3.6,0.101
ORD100414,21-09-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU9272,Produce,Regular,1,2.04,4.1,0.1
ORD100415,10-09-2024,OUT004,Convenience Store,Small,Tier 3,2005,SKU2291,Dairy,Low Fat,2,2.99,3.6,0.1
ORD100416,31-08-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU6588,Canned Foods,Regular,4,9.27,3.9,0.075
ORD100417,09-04-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU3368,Frozen,Regular,1,6.54,3,0.119
ORD100418,10-09-2022,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU3459,Dairy,Regular,1,1.62,4.6,0.151
ORD100419,01-02-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU8849,Snacks,Regular,1,2.83,3.4,0.057
ORD100420,06-02-2023,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU9194,Produce,Low Fat,1,2.2,4.1,0.066
ORD100421,09-08-2024,OUT014,Grocery Store,Large,Tier 3,2018,SKU3398,Produce,Low Fat,4,7.49,2.7,0.09
ORD100422,26-02-2024,OUT015,Grocery Store,Small,Tier 2,2012,SKU9736,Produce,Regular,1,1.94,4.6,0.187
ORD100423,01-01-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU7702,Personal Care,Regular,2,8.3,4.4,0.08
ORD100424,03-07-2023,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU6008,Snacks,Low Fat,1,2.53,3.5,0.066
ORD100425,10-03-2022,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU3280,Meat,Regular,2,14.19,4.6,0.092
ORD100426,10-01-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU3631,Snacks,Low Fat,1,3.25,3.7,0.111
ORD100427,03-08-2023,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU9001,Canned Foods,Regular,9,22.44,3.6,0.078
ORD100428,25-04-2022,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU9792,Produce,Low Fat,1,1.58,3.7,0.108
ORD100429,03-09-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU6783,Beverages,Regular,1,2.6,3.7,0.102
ORD100430,17-06-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU1070,Bakery,Regular,4,13.52,4.2,0.149
ORD100431,05-09-2023,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU1309,Frozen,Regular,2,8.83,3.8,0.089
ORD100432,26-09-2022,OUT010,Grocery Store,Small,Tier 1,2019,SKU2849,Personal Care,Regular,1,4.21,3.9,0.121
ORD100433,03-01-2023,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU8433,Bakery,Low Fat,1,2.86,4.2,0.105
ORD100434,02-07-2023,OUT010,Grocery Store,Small,Tier 1,2019,SKU7406,Produce,Regular,4,7.33,3.8,0.07
ORD100435,14-03-2023,OUT011,Grocery Store,Medium,Tier 3,2007,SKU9596,Bakery,Regular,1,3.17,4,0.091
ORD100436,19-03-2022,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU2451,Dairy,Regular,6,11.05,4.4,0.063
ORD100437,02-01-2022,OUT015,Grocery Store,Small,Tier 2,2012,SKU8556,Beverages,Regular,1,1.68,4,0.064
ORD100438,06-12-2024,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU1747,Bakery,Regular,1,4.12,3.9,0.021
ORD100439,14-12-2024,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU5122,Meat,Regular,1,7.87,4.6,0.062
ORD100440,11-11-2023,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU7961,Household,Regular,1,4.54,3.8,0.077
ORD100441,16-11-2024,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU4759,Produce,Low Fat,4,9.37,3.9,0.065
ORD100442,01-09-2024,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU9566,Snacks,Low Fat,3,12.29,4.4,0.061
ORD100443,09-05-2023,OUT009,Grocery Store,Medium,Tier 1,2018,SKU5592,Produce,Regular,2,3.46,4.5,0.101
ORD100444,18-08-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU1973,Bakery,Low Fat,1,3.66,3.6,0.113
ORD100445,22-11-2023,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU3029,Frozen,Low Fat,1,5.33,3.8,0.099
ORD100446,27-06-2024,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU6179,Snacks,Regular,1,3.33,3.8,0.107
ORD100447,03-08-2022,OUT012,Convenience Store,Small,Tier 2,2006,SKU6346,Beverages,Low Fat,3,6.95,4.1,0.081
ORD100448,09-04-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU6011,Household,Regular,1,5.99,4,0.056
ORD100449,23-11-2022,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU6492,Produce,Low Fat,1,1.82,3.8,0.08
ORD100450,28-10-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU4273,Produce,Low Fat,1,2.17,3.2,0.074
ORD100451,02-10-2023,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU8041,Produce,Regular,1,2.02,4.4,0.053
ORD100452,20-02-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU8053,Personal Care,Regular,1,3.44,3.8,0.03
ORD100453,13-02-2024,OUT015,Grocery Store,Small,Tier 2,2012,SKU5289,Beverages,Regular,1,2.03,4.1,0.118
ORD100454,22-11-2023,OUT009,Grocery Store,Medium,Tier 1,2018,SKU7652,Personal Care,Low Fat,1,3.39,3.8,0.105
ORD100455,01-02-2024,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU9632,Frozen,Regular,1,6.1,3.9,0.054
ORD100456,15-07-2024,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU9503,Beverages,Regular,1,2.53,3.1,0.098
ORD100457,06-12-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU7118,Produce,Regular,1,1.15,3.5,0.042
ORD100458,28-02-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU1912,Bakery,Low Fat,4,10.02,4.3,0.074
ORD100459,11-02-2022,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU6278,Frozen,Low Fat,1,7.19,3.9,0.097
ORD100460,11-11-2024,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU4515,Meat,Low Fat,1,7.17,4.2,0.119
ORD100461,23-01-2024,OUT009,Grocery Store,Medium,Tier 1,2018,SKU8899,Dairy,Regular,2,4.7,3.8,0.136
ORD100462,13-09-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU8332,Meat,Regular,1,7.7,3.7,0.082
ORD100463,20-09-2022,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU2992,Dairy,Low Fat,7,11.72,4,0.094
ORD100464,15-07-2023,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU4730,Dairy,Regular,1,2.02,3.9,0.104
ORD100465,16-07-2024,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU1925,Frozen,Low Fat,3,14.81,3.8,0.086
ORD100466,16-05-2022,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU8055,Snacks,Regular,1,2.94,3.5,0.094
ORD100467,14-01-2023,OUT004,Convenience Store,Small,Tier 3,2005,SKU5682,Produce,Regular,1,2.13,4.5,0.115
ORD100468,30-12-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU6620,Household,Low Fat,2,9.06,3.6,0.041
ORD100469,22-04-2022,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU3788,Produce,Low Fat,1,2.03,3.5,0.111
ORD100470,15-02-2024,OUT010,Grocery Store,Small,Tier 1,2019,SKU8962,Bakery,Regular,1,3.52,3.1,0.117
ORD100471,22-09-2022,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU6088,Produce,Regular,2,3.46,3.9,0.065
ORD100472,30-04-2024,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU8190,Household,Regular,6,27.96,4.1,0.104
ORD100473,26-03-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU9683,Produce,Regular,7,14.69,4.1,0.074
ORD100474,02-02-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU3333,Produce,Low Fat,2,4.28,3.7,0.065
ORD100475,01-11-2023,OUT011,Grocery Store,Medium,Tier 3,2007,SKU1885,Produce,Regular,1,1.54,4.1,0.056
ORD100476,30-04-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU7414,Frozen,Regular,1,7.58,4.6,0.092
ORD100477,14-11-2023,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU1151,Bakery,Regular,1,3.98,3.3,0.129
ORD100478,22-04-2024,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU7533,Bakery,Regular,1,4.64,3.4,0.113
ORD100479,15-05-2023,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU2285,Produce,Low Fat,7,12.58,4.5,0.05
ORD100480,06-03-2023,OUT004,Convenience Store,Small,Tier 3,2005,SKU1932,Frozen,Regular,1,5.63,3.5,0.024
ORD100481,31-08-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU7825,Personal Care,Low Fat,3,10.15,3.4,0.083
ORD100482,04-01-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU3775,Household,Regular,2,10.47,4.4,0.078
ORD100483,26-06-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU6309,Personal Care,Regular,1,3.94,4.4,0.104
ORD100484,29-06-2022,OUT012,Convenience Store,Small,Tier 2,2006,SKU2781,Produce,Regular,1,2.24,2.9,0.048
ORD100485,27-01-2022,OUT016,Grocery Store,Medium,Tier 2,2017,SKU3861,Dairy,Low Fat,1,1.97,4.5,0.092
ORD100486,27-06-2023,OUT015,Grocery Store,Small,Tier 2,2012,SKU8180,Produce,Low Fat,2,5.32,4.5,0.078
ORD100487,13-05-2023,OUT012,Convenience Store,Small,Tier 2,2006,SKU1831,Snacks,Low Fat,5,13,3.9,0.08
ORD100488,25-12-2023,OUT011,Grocery Store,Medium,Tier 3,2007,SKU3268,Produce,Regular,1,2.06,3.2,0.11
ORD100489,16-04-2024,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU3817,Canned Foods,Low Fat,2,4.15,4.9,0.052
ORD100490,28-04-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU2082,Frozen,Low Fat,1,5.78,3.6,0.097
ORD100491,07-04-2024,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU8229,Beverages,Regular,1,2.34,4.3,0.146
ORD100492,07-03-2023,OUT015,Grocery Store,Small,Tier 2,2012,SKU9155,Bakery,Regular,2,7.41,4,0.067
ORD100493,06-05-2024,OUT015,Grocery Store,Small,Tier 2,2012,SKU3808,Bakery,Regular,1,3.52,3.5,0.115
ORD100494,09-04-2023,OUT012,Convenience Store,Small,Tier 2,2006,SKU9762,Frozen,Regular,15,111.1,4,0.107
ORD100495,02-03-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU1679,Bakery,Regular,1,2.86,3.8,0.05
ORD100496,10-02-2023,OUT014,Grocery Store,Large,Tier 3,2018,SKU6028,Snacks,Regular,2,6.85,4.1,0.051
ORD100497,31-05-2023,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU1941,Snacks,Low Fat,3,9.87,4,0.063
ORD100498,12-03-2023,OUT015,Grocery Store,Small,Tier 2,2012,SKU6645,Frozen,Low Fat,1,5.4,4.4,0.133
ORD100499,20-03-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU4206,Meat,Regular,1,8.58,3.9,0.097
ORD100500,03-12-2024,OUT010,Grocery Store,Small,Tier 1,2019,SKU4577,Household,Low Fat,3,17.86,3.2,0.068
ORD100501,20-03-2022,OUT016,Grocery Store,Medium,Tier 2,2017,SKU8282,Snacks,Regular,1,2.86,4,0.051
ORD100502,01-11-2023,OUT014,Grocery Store,Large,Tier 3,2018,SKU7175,Snacks,Low Fat,6,18.34,3.7,0.078
ORD100503,01-01-2023,OUT012,Convenience Store,Small,Tier 2,2006,SKU9045,Snacks,Regular,3,10.55,3.5,0.129
ORD100504,01-10-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU2672,Snacks,Low Fat,1,2.64,3.2,0.098
ORD100505,05-07-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU3686,Produce,Regular,1,2.08,3.4,0.084
ORD100506,03-03-2022,OUT009,Grocery Store,Medium,Tier 1,2018,SKU4907,Beverages,Regular,1,2.98,3.9,0.105
ORD100507,27-05-2023,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU2500,Snacks,Regular,1,3.29,3.4,0.146
ORD100508,05-01-2022,OUT004,Convenience Store,Small,Tier 3,2005,SKU8595,Dairy,Low Fat,1,1.98,3.9,0.01
ORD100509,13-09-2024,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU2896,Produce,Regular,2,4.49,3.3,0.076
ORD100510,08-01-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU6408,Produce,Regular,1,2.56,3.1,0.129
ORD100511,29-05-2022,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU5353,Bakery,Regular,1,3.6,3.4,0.123
ORD100512,17-04-2024,OUT010,Grocery Store,Small,Tier 1,2019,SKU9644,Personal Care,Low Fat,5,21.56,3.5,0.045
ORD100513,15-11-2023,OUT011,Grocery Store,Medium,Tier 3,2007,SKU5362,Produce,Regular,7,15.7,3.9,0.082
ORD100514,26-08-2024,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU5782,Frozen,Low Fat,1,7.04,4.2,0.079
ORD100515,16-02-2023,OUT004,Convenience Store,Small,Tier 3,2005,SKU8222,Household,Low Fat,1,4.86,4.1,0.084
ORD100516,15-09-2023,OUT004,Convenience Store,Small,Tier 3,2005,SKU6082,Snacks,Regular,1,3.06,4,0.041
ORD100517,21-08-2022,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU4613,Snacks,Regular,1,2.42,4.4,0.103
ORD100518,29-01-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU8026,Produce,Low Fat,1,2.17,3.1,0.079
ORD100519,24-12-2024,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU2129,Frozen,Regular,1,5.75,4.3,0.102
ORD100520,16-08-2024,OUT004,Convenience Store,Small,Tier 3,2005,SKU3944,Beverages,Low Fat,1,2.62,4.3,0.087
ORD100521,18-01-2022,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU5686,Meat,Low Fat,1,6.55,3.8,0.089
ORD100522,15-07-2024,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU3779,Snacks,Low Fat,4,14.94,3.8,0.034
ORD100523,12-08-2024,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU9590,Snacks,Regular,2,5.83,3.8,0.029
ORD100524,22-10-2022,OUT020,Convenience Store,Medium,Tier 3,2013,SKU1400,Personal Care,Low Fat,1,4.46,4.9,0.032
ORD100525,26-03-2022,OUT016,Grocery Store,Medium,Tier 2,2017,SKU5312,Frozen,Low Fat,2,13.31,3.9,0.109
ORD100526,06-02-2022,OUT004,Convenience Store,Small,Tier 3,2005,SKU4684,Dairy,Regular,1,1.61,4.7,0.075
ORD100527,02-06-2024,OUT014,Grocery Store,Large,Tier 3,2018,SKU3661,Household,Low Fat,1,3.83,3.9,0.051
ORD100528,27-04-2022,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU6426,Meat,Regular,1,8.84,3.8,0.045
ORD100529,21-11-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU9612,Snacks,Low Fat,3,10.73,4.8,0.093
ORD100530,19-05-2023,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU7470,Bakery,Regular,3,6.08,3.5,0.09
ORD100531,04-01-2023,OUT011,Grocery Store,Medium,Tier 3,2007,SKU9490,Personal Care,Low Fat,1,2.37,4,0.075
ORD100532,26-03-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU7212,Canned Foods,Regular,2,4.31,4.9,0.071
ORD100533,30-05-2024,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU6268,Snacks,Regular,3,11.69,4.1,0.087
ORD100534,16-05-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU5854,Canned Foods,Low Fat,1,2.66,4.4,0.098
ORD100535,28-04-2022,OUT012,Convenience Store,Small,Tier 2,2006,SKU5318,Canned Foods,Low Fat,1,2.68,4.7,0.074
ORD100536,02-11-2023,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU8504,Snacks,Regular,1,2.7,3.9,0.075
ORD100537,17-06-2023,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU2876,Meat,Low Fat,1,8.26,3.5,0.08
ORD100538,11-05-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU8673,Dairy,Low Fat,3,8.49,3.9,0.022
ORD100539,20-04-2023,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU4006,Household,Regular,1,6.12,3.1,0.063
ORD100540,17-06-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU7506,Canned Foods,Low Fat,1,2.34,3.2,0.04
ORD100541,23-05-2023,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU4347,Produce,Regular,2,4.44,3.7,0.088
ORD100542,04-07-2024,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU8899,Bakery,Regular,1,3.26,3.8,0.083
ORD100543,01-08-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU8149,Household,Regular,3,11.37,4.3,0.091
ORD100544,15-02-2022,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU4239,Snacks,Regular,1,2.7,4.4,0.113
ORD100545,01-02-2022,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU6766,Snacks,Regular,1,3.19,4,0.097
ORD100546,05-12-2023,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU4044,Meat,Regular,1,9.3,3.9,0.098
ORD100547,25-02-2024,OUT011,Grocery Store,Medium,Tier 3,2007,SKU8342,Dairy,Regular,1,2.1,4.4,0.048
ORD100548,12-10-2024,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU4276,Dairy,Low Fat,1,1.86,4.5,0.088
ORD100549,05-04-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU5274,Bakery,Regular,1,3.23,3.9,0.113
ORD100550,31-10-2023,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU2343,Meat,Low Fat,1,7.79,4.2,0.061
ORD100551,03-02-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU4839,Produce,Regular,1,2.07,4.6,0.05
ORD100552,03-06-2024,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU4083,Dairy,Regular,3,4.73,4.1,0.035
ORD100553,27-07-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU7587,Frozen,Regular,1,7.17,4.1,0.049
ORD100554,29-03-2023,OUT004,Convenience Store,Small,Tier 3,2005,SKU3824,Snacks,Regular,1,2.91,4.1,0.067
ORD100555,21-06-2024,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU7168,Household,Low Fat,1,5.03,3.6,0.07
ORD100556,16-10-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU3953,Frozen,Regular,3,16.07,4.6,0.147
ORD100557,05-05-2024,OUT010,Grocery Store,Small,Tier 1,2019,SKU7444,Household,Regular,1,4.18,4.2,0.112
ORD100558,23-10-2023,OUT010,Grocery Store,Small,Tier 1,2019,SKU6166,Beverages,Low Fat,1,2.36,3.5,0.104
ORD100559,02-03-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU3614,Bakery,Regular,1,4.62,3.8,0.063
ORD100560,19-09-2023,OUT012,Convenience Store,Small,Tier 2,2006,SKU8103,Dairy,Low Fat,3,6.73,4,0.08
ORD100561,25-10-2024,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU7105,Beverages,Low Fat,1,2.69,3.7,0.073
ORD100562,08-03-2022,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU6648,Canned Foods,Regular,2,5.21,3.7,0.055
ORD100563,20-08-2022,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU5470,Household,Low Fat,2,10.03,3.6,0.077
ORD100564,05-07-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU7403,Dairy,Regular,1,1.8,4.6,0.106
ORD100565,16-01-2024,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU6892,Dairy,Low Fat,2,3.84,4.8,0.11
ORD100566,06-05-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU1605,Beverages,Regular,1,2.88,4.7,0.096
ORD100567,14-08-2022,OUT016,Grocery Store,Medium,Tier 2,2017,SKU9338,Produce,Low Fat,1,1.72,4.2,0.02
ORD100568,22-06-2024,OUT004,Convenience Store,Small,Tier 3,2005,SKU8160,Dairy,Low Fat,2,4.09,3.8,0.108
ORD100569,01-05-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU6311,Snacks,Regular,1,3.03,3.4,0.09
ORD100570,17-02-2022,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU6938,Bakery,Regular,1,3.74,4.4,0.094
ORD100571,11-09-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU8054,Dairy,Regular,1,2.56,3.7,0.068
ORD100572,20-02-2024,OUT014,Grocery Store,Large,Tier 3,2018,SKU1675,Produce,Regular,1,1.25,3.5,0.055
ORD100573,15-07-2024,OUT010,Grocery Store,Small,Tier 1,2019,SKU4775,Bakery,Low Fat,1,3.22,3.8,0.118
ORD100574,10-05-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU1339,Meat,Low Fat,1,8.06,4.7,0.051
ORD100575,21-11-2022,OUT004,Convenience Store,Small,Tier 3,2005,SKU5021,Beverages,Low Fat,1,2.92,4.5,0.077
ORD100576,01-10-2024,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU4061,Produce,Regular,5,8.94,3.6,0.087
ORD100577,10-09-2024,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU1285,Produce,Low Fat,2,3.49,4.1,0.06
ORD100578,28-11-2023,OUT012,Convenience Store,Small,Tier 2,2006,SKU9388,Beverages,Regular,1,2.74,4.2,0.042
ORD100579,14-10-2024,OUT009,Grocery Store,Medium,Tier 1,2018,SKU4680,Frozen,Low Fat,5,37.1,3.7,0.093
ORD100580,21-08-2023,OUT014,Grocery Store,Large,Tier 3,2018,SKU6064,Dairy,Low Fat,1,1.71,3.4,0.029
ORD100581,11-08-2022,OUT020,Convenience Store,Medium,Tier 3,2013,SKU4934,Beverages,Regular,3,8.04,3.2,0.081
ORD100582,27-03-2023,OUT009,Grocery Store,Medium,Tier 1,2018,SKU6885,Bakery,Regular,2,6.23,4.2,0.067
ORD100583,03-02-2023,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU1723,Snacks,Low Fat,1,2.85,4.5,0.053
ORD100584,16-05-2022,OUT004,Convenience Store,Small,Tier 3,2005,SKU3416,Beverages,Low Fat,1,2.07,4.2,0.132
ORD100585,19-10-2023,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU4360,Beverages,Low Fat,1,2.52,3.9,0.093
ORD100586,24-08-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU3407,Snacks,Low Fat,1,2.58,4.5,0.012
ORD100587,08-06-2023,OUT012,Convenience Store,Small,Tier 2,2006,SKU5758,Household,Regular,1,6.1,4,0.074
ORD100588,23-03-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU9066,Produce,Low Fat,1,1.7,2.7,0.105
ORD100589,04-08-2022,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU2007,Snacks,Low Fat,1,3.35,4.3,0.085
ORD100590,29-11-2023,OUT011,Grocery Store,Medium,Tier 3,2007,SKU7728,Snacks,Regular,7,21.69,4.7,0.161
ORD100591,08-09-2022,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU3391,Snacks,Regular,3,6.9,3.5,0.065
ORD100592,04-09-2022,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU7171,Produce,Low Fat,6,11.72,3.9,0.085
ORD100593,07-11-2022,OUT015,Grocery Store,Small,Tier 2,2012,SKU9903,Produce,Regular,4,7.69,4.2,0.082
ORD100594,09-04-2024,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU6776,Frozen,Regular,1,6.13,4.7,0.117
ORD100595,18-12-2024,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU7023,Snacks,Regular,1,2.43,4.6,0.074
ORD100596,25-05-2024,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU3989,Produce,Low Fat,1,2.01,3.2,0.07
ORD100597,11-05-2022,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU5073,Snacks,Regular,4,12.27,3.8,0.076
ORD100598,24-01-2024,OUT014,Grocery Store,Large,Tier 3,2018,SKU9277,Personal Care,Low Fat,1,4.04,4.2,0.096
ORD100599,10-07-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU4903,Produce,Low Fat,1,2.58,4.2,0.069
ORD100600,08-05-2022,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU5366,Snacks,Regular,1,3.37,4.1,0.052
ORD100601,05-05-2024,OUT011,Grocery Store,Medium,Tier 3,2007,SKU3939,Beverages,Low Fat,2,6.26,3.4,0.068
ORD100602,24-07-2022,OUT012,Convenience Store,Small,Tier 2,2006,SKU3866,Personal Care,Regular,6,22.16,3.7,0.053
ORD100603,18-05-2022,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU6271,Snacks,Low Fat,2,6.05,4.3,0.048
ORD100604,16-09-2024,OUT009,Grocery Store,Medium,Tier 1,2018,SKU1888,Meat,Regular,1,8.66,4.1,0.063
ORD100605,29-01-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU2310,Bakery,Regular,1,3.98,4.7,0.141
ORD100606,25-04-2022,OUT010,Grocery Store,Small,Tier 1,2019,SKU1746,Meat,Low Fat,1,6.48,3.2,0.094
ORD100607,26-01-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU1978,Snacks,Low Fat,5,13.5,4.4,0.111
