Case_ID,Customer_ID,Transaction_ID,Date_Raised,Payment_Method,Dispute_Type,Transaction_Amount,Merchant_Category,Transaction_Status,Customer_Claim,Evidence_Available,Risk_Level,Refund_Eligibility,Case_Status,SLA_Target_Days,Actual_Resolution_Days,SLA_Breached,Assigned_Team,Refund_Amount,Root_Cause,Customer_Sentiment
DSP-0375,CUST-8970,TXN-188984,2026-04-23,Wallet,Failed Payment,8.19,Subscription,Success,My payment of £8.19 failed but the money was debited.,Yes,Medium,Manual Review,In Review,5,3,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0376,CUST-6558,TXN-158777,2026-03-28,Wallet,Failed Payment,63.46,E-commerce,Pending,My payment of £63.46 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,3,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0377,CUST-9010,TXN-785592,2026-01-05,Bank Transfer,APP Scam Claim,21.1,Food Delivery,Pending,I was tricked into sending money and need urgent help.,No,High,Manual Review,Resolved,10,12,Yes,Fraud Review,21.1,Fraud Indicator,Negative
DSP-0378,CUST-2033,TXN-943530,2026-02-21,Bank Transfer,Unauthorised Transaction,45.99,Transport,Pending,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,11,Yes,Fraud Review,23,Fraud Indicator,Negative
DSP-0379,CUST-3314,TXN-894348,2026-04-17,Card,Refund Delay,21.2,Subscription,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,2,No,Refund Team,10.6,Manual Follow-up Delay,Neutral
DSP-0380,CUST-2460,TXN-841071,2026-03-14,Card,Unauthorised Transaction,147.22,Retail,Success,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Resolved,10,7,No,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0381,CUST-3949,TXN-852037,2026-05-08,Bank Transfer,Failed Payment,79.94,Bills & Utilities,Success,My payment of £79.94 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,14,Yes,Payment Operations,0,Gateway Timeout,Negative
DSP-0382,CUST-8605,TXN-907750,2026-02-23,Card,Failed Payment,159.84,Bills & Utilities,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,5,No,Payment Operations,159.84,Gateway Timeout,Positive
DSP-0383,CUST-4433,TXN-555786,2026-03-06,Card,Unauthorised Transaction,39.46,Retail,Failed,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Open,10,6,No,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0384,CUST-6343,TXN-338846,2026-01-26,Card,Refund Delay,9.04,Food Delivery,Pending,My refund of £9.04 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,4.52,Manual Follow-up Delay,Negative
DSP-0385,CUST-4181,TXN-762722,2026-04-02,Open Banking,Duplicate Debit,6.92,Food Delivery,Success,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,6.92,Duplicate Processing,Neutral
DSP-0386,CUST-3568,TXN-927899,2026-02-13,Bank Transfer,Merchant Not Credited,20.7,Subscription,Failed,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,11,Yes,Merchant Support,10.35,Gateway Timeout,Negative
DSP-0387,CUST-5041,TXN-359870,2026-03-25,Bank Transfer,Duplicate Debit,35.68,Bills & Utilities,Failed,There are two debits for one order. Please refund the duplicate amount.,No,Low,Eligible,Awaiting Evidence,5,1,No,Refund Team,0,Duplicate Processing,Neutral
DSP-0388,CUST-9114,TXN-352194,2026-01-22,Bank Transfer,Failed Payment,18.91,E-commerce,Pending,My payment of £18.91 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0389,CUST-8452,TXN-586288,2026-02-05,Open Banking,Refund Delay,79.15,Bills & Utilities,Failed,My refund of £79.15 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,11,Yes,Refund Team,59.36,Manual Follow-up Delay,Negative
DSP-0390,CUST-9887,TXN-703171,2026-02-23,Wallet,Failed Payment,392.87,Food Delivery,Success,My payment of £392.87 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,392.87,Gateway Timeout,Negative
DSP-0391,CUST-4354,TXN-245129,2026-03-27,Card,Failed Payment,24.16,Subscription,Pending,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Awaiting Evidence,5,6,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0392,CUST-5540,TXN-157105,2026-01-17,Card,Refund Delay,40.95,Bills & Utilities,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,In Review,7,3,No,Refund Team,0,Manual Follow-up Delay,Positive
DSP-0393,CUST-4085,TXN-580115,2026-01-23,Card,APP Scam Claim,18.42,E-commerce,Success,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,6,No,Fraud Review,0,Fraud Indicator,Negative
DSP-0394,CUST-8764,TXN-463541,2026-04-18,Bank Transfer,Merchant Not Credited,29.24,Transport,Pending,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,10,Yes,Merchant Support,21.93,Gateway Timeout,Negative
DSP-0395,CUST-8965,TXN-722180,2026-05-16,Open Banking,Refund Delay,29.1,Transport,Success,My refund of £29.10 is still pending after several days.,No,Medium,Manual Review,Resolved,7,1,No,Refund Team,21.83,Bank Reversal Delay,Positive
DSP-0396,CUST-3725,TXN-748680,2026-02-11,Wallet,Duplicate Debit,93.96,Retail,Success,There are two debits for one order. Please refund the duplicate amount.,No,Low,Eligible,Awaiting Evidence,5,3,No,Refund Team,0,Duplicate Processing,Neutral
DSP-0397,CUST-5266,TXN-487629,2026-02-17,Card,Wrong Amount Debited,15.95,Retail,Failed,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,3,No,Payment Operations,11.96,System Mapping Error,Neutral
DSP-0398,CUST-9948,TXN-632056,2026-03-26,Wallet,Duplicate Debit,136.21,E-commerce,Pending,I was charged twice for the same payment of £136.21.,Yes,Low,Eligible,Resolved,5,4,No,Refund Team,136.21,Duplicate Processing,Positive
DSP-0399,CUST-3284,TXN-810943,2026-05-22,Card,Failed Payment,50.39,Travel,Success,My payment of £50.39 failed but the money was debited.,Yes,Medium,Manual Review,In Review,5,7,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0400,CUST-1369,TXN-187649,2026-05-18,Open Banking,Wrong Amount Debited,29.9,Subscription,Failed,I authorised a lower amount but a higher amount was taken.,No,Medium,Manual Review,Resolved,5,12,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0401,CUST-7056,TXN-504868,2026-04-06,Card,Refund Delay,24.42,Subscription,Success,My refund of £24.42 is still pending after several days.,No,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,24.42,Merchant Settlement Delay,Negative
DSP-0402,CUST-7786,TXN-246347,2026-05-31,Bank Transfer,Failed Payment,42.76,Subscription,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,2,No,Payment Operations,42.76,Bank Reversal Delay,Positive
DSP-0403,CUST-3865,TXN-682813,2026-04-29,Wallet,Unauthorised Transaction,21.11,Bills & Utilities,Success,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Resolved,10,12,Yes,Fraud Review,10.55,Customer Evidence Missing,Negative
DSP-0404,CUST-3523,TXN-375436,2026-03-18,Open Banking,Unauthorised Transaction,36.03,Travel,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,8,No,Fraud Review,27.02,Manual Follow-up Delay,Negative
DSP-0405,CUST-2093,TXN-727983,2026-04-03,Bank Transfer,Merchant Not Credited,171.38,Bills & Utilities,Pending,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Open,7,7,No,Merchant Support,0,Incorrect Merchant Reference,Neutral
DSP-0406,CUST-6237,TXN-583439,2026-02-04,Card,Failed Payment,23.18,Travel,Success,My payment of £23.18 failed but the money was debited.,No,Medium,Manual Review,Awaiting Evidence,5,5,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0407,CUST-2548,TXN-727847,2026-02-12,Bank Transfer,APP Scam Claim,183.6,Travel,Success,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Open,10,14,Yes,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0408,CUST-9489,TXN-395087,2026-04-06,Wallet,Refund Delay,17.67,Transport,Success,The merchant said the refund was processed but I have not received it.,No,Medium,Manual Review,Resolved,7,11,Yes,Refund Team,0,Manual Follow-up Delay,Negative
DSP-0409,CUST-7837,TXN-582860,2026-01-20,Card,Failed Payment,13.74,E-commerce,Success,My payment of £13.74 failed but the money was debited.,No,Medium,Manual Review,Resolved,5,1,No,Payment Operations,13.74,System Mapping Error,Neutral
DSP-0410,CUST-3108,TXN-998435,2026-02-06,Wallet,Duplicate Debit,25.46,Food Delivery,Success,I was charged twice for the same payment of £25.46.,No,Medium,Manual Review,Resolved,5,7,Yes,Refund Team,12.73,Duplicate Processing,Negative
DSP-0411,CUST-9412,TXN-721990,2026-01-16,Bank Transfer,APP Scam Claim,15.59,Food Delivery,Failed,I was tricked into sending money and need urgent help.,No,High,Manual Review,Resolved,10,15,Yes,Fraud Review,7.79,Manual Follow-up Delay,Negative
DSP-0412,CUST-5544,TXN-707913,2026-03-31,Card,APP Scam Claim,116.5,Subscription,Failed,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,17,Yes,Fraud Review,116.5,Manual Follow-up Delay,Negative
DSP-0413,CUST-5617,TXN-280117,2026-05-18,Card,Wrong Amount Debited,107.25,E-commerce,Failed,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,53.62,System Mapping Error,Negative
DSP-0414,CUST-2848,TXN-898395,2026-03-22,Card,Failed Payment,79.37,Food Delivery,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0415,CUST-8273,TXN-336845,2026-05-22,Card,Chargeback Request,19.43,Transport,Pending,The service was not provided and I want to raise a chargeback.,No,Medium,Manual Review,Resolved,10,13,Yes,Payment Operations,14.57,Customer Evidence Missing,Negative
DSP-0416,CUST-2953,TXN-250331,2026-04-12,Card,Merchant Not Credited,115.32,Subscription,Pending,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Awaiting Evidence,7,17,Yes,Merchant Support,0,Merchant Settlement Delay,Negative
DSP-0417,CUST-5563,TXN-901968,2026-05-29,Bank Transfer,Unauthorised Transaction,21.55,Bills & Utilities,Pending,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Resolved,10,11,Yes,Fraud Review,21.55,Fraud Indicator,Negative
DSP-0418,CUST-1486,TXN-204441,2026-01-14,Wallet,Refund Delay,50.73,Travel,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,4,No,Refund Team,38.05,Bank Reversal Delay,Positive
DSP-0419,CUST-5809,TXN-794255,2026-05-08,Bank Transfer,Duplicate Debit,7.96,Subscription,Success,There are two debits for one order. Please refund the duplicate amount.,No,Medium,Manual Review,Resolved,5,15,Yes,Refund Team,5.97,Duplicate Processing,Negative
DSP-0420,CUST-8531,TXN-137728,2026-01-09,Card,Merchant Not Credited,17.11,Travel,Failed,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,7,No,Merchant Support,17.11,Merchant Settlement Delay,Positive
DSP-0421,CUST-3560,TXN-631297,2026-01-15,Card,Refund Delay,30.9,Food Delivery,Success,My refund of £30.90 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,1,No,Refund Team,23.17,Manual Follow-up Delay,Positive
DSP-0422,CUST-7749,TXN-468332,2026-01-15,Wallet,Duplicate Debit,68.71,E-commerce,Success,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,68.71,Duplicate Processing,Neutral
DSP-0423,CUST-1612,TXN-583298,2026-04-19,Bank Transfer,APP Scam Claim,13.21,Subscription,Success,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Open,10,7,No,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0424,CUST-6504,TXN-620860,2026-05-09,Wallet,Merchant Not Credited,20.21,Bills & Utilities,Success,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Awaiting Evidence,7,10,Yes,Merchant Support,0,Merchant Settlement Delay,Negative
DSP-0425,CUST-5708,TXN-378035,2026-01-13,Card,Merchant Not Credited,132.04,Food Delivery,Failed,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,In Review,7,7,No,Merchant Support,0,Gateway Timeout,Positive
DSP-0426,CUST-6690,TXN-934301,2026-01-20,Wallet,Duplicate Debit,88.41,Subscription,Success,I was charged twice for the same payment of £88.41.,Yes,Low,Eligible,Resolved,5,3,No,Refund Team,88.41,Duplicate Processing,Positive
DSP-0427,CUST-1304,TXN-758342,2026-05-13,Open Banking,Merchant Not Credited,78.49,E-commerce,Failed,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,12,Yes,Merchant Support,58.87,Incorrect Merchant Reference,Negative
DSP-0428,CUST-4938,TXN-257782,2026-03-18,Open Banking,Refund Delay,143.72,Travel,Pending,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,4,No,Refund Team,71.86,Merchant Settlement Delay,Neutral
DSP-0429,CUST-4144,TXN-129049,2026-03-04,Wallet,Duplicate Debit,5,Bills & Utilities,Failed,I was charged twice for the same payment of £5.00.,Yes,Low,Eligible,Resolved,5,3,No,Refund Team,5,Duplicate Processing,Positive
DSP-0430,CUST-1691,TXN-857568,2026-05-05,Wallet,Failed Payment,93.95,Travel,Pending,My payment of £93.95 failed but the money was debited.,No,Medium,Manual Review,Awaiting Evidence,5,10,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0431,CUST-7502,TXN-980605,2026-02-05,Card,Merchant Not Credited,40.46,E-commerce,Pending,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,10,Yes,Merchant Support,30.34,Gateway Timeout,Negative
DSP-0432,CUST-7388,TXN-944986,2026-03-02,Open Banking,Duplicate Debit,19.5,Travel,Success,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,9,Yes,Refund Team,19.5,Duplicate Processing,Negative
DSP-0433,CUST-9740,TXN-492906,2026-01-29,Card,Refund Delay,20.03,Transport,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Open,7,10,Yes,Refund Team,0,Manual Follow-up Delay,Negative
DSP-0434,CUST-5144,TXN-679577,2026-04-09,Card,Chargeback Request,13.94,Food Delivery,Failed,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Resolved,10,7,No,Payment Operations,0,Customer Evidence Missing,Positive
DSP-0435,CUST-5929,TXN-194634,2026-03-02,Card,APP Scam Claim,16.73,Travel,Pending,I believe I have been scammed through a bank transfer.,No,High,Manual Review,Resolved,10,14,Yes,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0436,CUST-6451,TXN-852233,2026-04-19,Open Banking,Unauthorised Transaction,194.2,Subscription,Success,This payment was made without my permission.,No,High,Manual Review,Awaiting Evidence,10,8,No,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0437,CUST-8426,TXN-828980,2026-01-08,Wallet,Merchant Not Credited,17.66,E-commerce,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,6,No,Merchant Support,17.66,Gateway Timeout,Neutral
DSP-0438,CUST-6233,TXN-573421,2026-05-03,Open Banking,Failed Payment,12.55,Travel,Pending,My payment of £12.55 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,9,Yes,Payment Operations,9.41,Bank Reversal Delay,Negative
DSP-0439,CUST-1339,TXN-124085,2026-05-23,Wallet,Merchant Not Credited,9.27,Retail,Success,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,7,No,Merchant Support,0,Gateway Timeout,Neutral
DSP-0440,CUST-9615,TXN-556297,2026-04-27,Wallet,Refund Delay,24.43,Transport,Pending,My refund of £24.43 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,7,No,Refund Team,12.21,Manual Follow-up Delay,Neutral
DSP-0441,CUST-4102,TXN-538651,2026-02-16,Card,Failed Payment,26.72,Subscription,Success,My payment of £26.72 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,4,No,Payment Operations,20.04,System Mapping Error,Positive
DSP-0442,CUST-7283,TXN-842866,2026-04-19,Wallet,Duplicate Debit,29.41,Travel,Pending,I was charged twice for the same payment of £29.41.,No,Medium,Manual Review,Awaiting Evidence,5,5,No,Refund Team,0,Duplicate Processing,Neutral
DSP-0443,CUST-5155,TXN-629050,2026-04-08,Card,Refund Delay,49.75,Travel,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,7,No,Refund Team,24.88,Merchant Settlement Delay,Positive
DSP-0444,CUST-6132,TXN-146307,2026-02-02,Bank Transfer,Chargeback Request,24.55,Bills & Utilities,Success,"The merchant refused refund, so I need a chargeback review.",No,Medium,Manual Review,In Review,10,7,No,Payment Operations,0,Manual Follow-up Delay,Positive
DSP-0445,CUST-3703,TXN-430870,2026-05-06,Wallet,Failed Payment,181.76,Transport,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,0,Gateway Timeout,Negative
DSP-0446,CUST-2900,TXN-618951,2026-01-11,Bank Transfer,Chargeback Request,47.64,Food Delivery,Pending,The service was not provided and I want to raise a chargeback.,No,Medium,Manual Review,Resolved,10,9,No,Payment Operations,35.73,Merchant Settlement Delay,Negative
DSP-0447,CUST-3757,TXN-886365,2026-05-11,Wallet,Merchant Not Credited,54.71,Food Delivery,Failed,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,9,Yes,Merchant Support,41.03,Incorrect Merchant Reference,Negative
DSP-0448,CUST-5657,TXN-814407,2026-02-01,Card,Merchant Not Credited,166.73,Bills & Utilities,Failed,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,6,No,Merchant Support,0,Gateway Timeout,Positive
DSP-0449,CUST-3118,TXN-321634,2026-01-13,Wallet,Duplicate Debit,220.73,Subscription,Pending,I was charged twice for the same payment of £220.73.,Yes,Low,Eligible,In Review,5,1,No,Refund Team,0,Duplicate Processing,Neutral
DSP-0450,CUST-4411,TXN-270855,2026-04-10,Wallet,Duplicate Debit,117.28,Food Delivery,Success,I was charged twice for the same payment of £117.28.,No,Medium,Manual Review,Resolved,5,10,Yes,Refund Team,0,Duplicate Processing,Negative
DSP-0451,CUST-6882,TXN-797848,2026-01-25,Wallet,Merchant Not Credited,35.44,Bills & Utilities,Success,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Merchant Support,26.58,Merchant Settlement Delay,Negative
DSP-0452,CUST-1662,TXN-638277,2026-03-29,Open Banking,Wrong Amount Debited,85.77,Bills & Utilities,Failed,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,1,No,Payment Operations,64.33,System Mapping Error,Positive
DSP-0453,CUST-3093,TXN-817555,2026-03-18,Open Banking,Merchant Not Credited,29.57,Food Delivery,Pending,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,6,No,Merchant Support,0,Gateway Timeout,Positive
DSP-0454,CUST-5175,TXN-714012,2026-01-21,Wallet,Failed Payment,77.71,Transport,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,0,Gateway Timeout,Negative
DSP-0455,CUST-8454,TXN-894143,2026-04-26,Bank Transfer,Duplicate Debit,23.11,E-commerce,Pending,I was charged twice for the same payment of £23.11.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,23.11,Duplicate Processing,Positive
DSP-0456,CUST-1217,TXN-280077,2026-05-03,Bank Transfer,Refund Delay,99.41,E-commerce,Failed,My refund of £99.41 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,3,No,Refund Team,0,Manual Follow-up Delay,Positive
DSP-0457,CUST-2435,TXN-231165,2026-02-04,Card,Failed Payment,78.42,E-commerce,Success,My payment of £78.42 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0458,CUST-8765,TXN-542372,2026-01-06,Card,APP Scam Claim,75.77,Bills & Utilities,Success,I was tricked into sending money and need urgent help.,No,High,Manual Review,Resolved,10,11,Yes,Fraud Review,56.83,Manual Follow-up Delay,Negative
DSP-0459,CUST-6469,TXN-108256,2026-01-27,Bank Transfer,Wrong Amount Debited,95.14,Subscription,Pending,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,2,No,Payment Operations,0,Customer Input Error,Positive
DSP-0460,CUST-1994,TXN-653971,2026-01-05,Bank Transfer,Duplicate Debit,32.16,Bills & Utilities,Failed,I was charged twice for the same payment of £32.16.,Yes,Low,Eligible,Resolved,5,3,No,Refund Team,32.16,Duplicate Processing,Positive
DSP-0461,CUST-3643,TXN-402001,2026-02-19,Bank Transfer,Refund Delay,41.55,E-commerce,Success,My refund of £41.55 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,5,No,Refund Team,0,Manual Follow-up Delay,Positive
DSP-0462,CUST-8738,TXN-938603,2026-02-11,Bank Transfer,Duplicate Debit,120.5,Retail,Success,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,120.5,Duplicate Processing,Positive
DSP-0463,CUST-5975,TXN-346120,2026-02-23,Bank Transfer,Chargeback Request,30.61,E-commerce,Success,The service was not provided and I want to raise a chargeback.,No,Medium,Manual Review,Resolved,10,10,No,Payment Operations,0,Manual Follow-up Delay,Negative
DSP-0464,CUST-4671,TXN-609990,2026-03-08,Open Banking,Unauthorised Transaction,223.3,Subscription,Success,I do not recognise this transaction and did not authorise it.,No,High,Manual Review,Awaiting Evidence,10,11,Yes,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0465,CUST-1826,TXN-559094,2026-04-28,Open Banking,Unauthorised Transaction,125.1,Food Delivery,Pending,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,11,Yes,Fraud Review,125.1,Fraud Indicator,Negative
DSP-0466,CUST-8233,TXN-898977,2026-05-10,Bank Transfer,APP Scam Claim,18.31,Transport,Success,I was tricked into sending money and need urgent help.,No,High,Manual Review,Open,10,15,Yes,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0467,CUST-8760,TXN-457900,2026-03-15,Bank Transfer,Failed Payment,18.94,Travel,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,In Review,5,4,No,Payment Operations,0,System Mapping Error,Positive
DSP-0468,CUST-9456,TXN-933206,2026-04-03,Open Banking,Refund Delay,163.22,Subscription,Pending,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,7,No,Refund Team,0,Merchant Settlement Delay,Positive
DSP-0469,CUST-7443,TXN-896070,2026-01-10,Wallet,Merchant Not Credited,79.01,E-commerce,Pending,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,7,No,Merchant Support,79.01,Incorrect Merchant Reference,Positive
DSP-0470,CUST-1129,TXN-967176,2026-03-13,Open Banking,Merchant Not Credited,17.05,E-commerce,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,10,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0471,CUST-4232,TXN-416178,2026-01-22,Card,Refund Delay,142.98,Retail,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,9,Yes,Refund Team,0,Bank Reversal Delay,Negative
DSP-0472,CUST-1383,TXN-129246,2026-05-19,Bank Transfer,Duplicate Debit,174.47,Subscription,Success,I was charged twice for the same payment of £174.47.,Yes,Low,Eligible,Resolved,5,5,No,Refund Team,174.47,Duplicate Processing,Positive
DSP-0473,CUST-1782,TXN-893310,2026-02-01,Bank Transfer,Merchant Not Credited,13.58,Retail,Pending,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Resolved,7,9,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0474,CUST-6739,TXN-413735,2026-03-14,Wallet,Unauthorised Transaction,45.76,Bills & Utilities,Failed,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,4,No,Fraud Review,34.32,Customer Evidence Missing,Negative
DSP-0475,CUST-2605,TXN-253672,2026-04-19,Wallet,Failed Payment,38,Travel,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,3,No,Payment Operations,38,System Mapping Error,Positive
DSP-0476,CUST-8210,TXN-822487,2026-05-06,Wallet,Refund Delay,14.96,Bills & Utilities,Failed,My refund of £14.96 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,5,No,Refund Team,14.96,Manual Follow-up Delay,Neutral
DSP-0477,CUST-8755,TXN-134191,2026-02-10,Open Banking,Refund Delay,34.76,Subscription,Success,My refund of £34.76 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,1,No,Refund Team,17.38,Bank Reversal Delay,Neutral
DSP-0478,CUST-1797,TXN-419987,2026-03-14,Card,Unauthorised Transaction,39.7,Travel,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,17,Yes,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0479,CUST-8786,TXN-974994,2026-02-03,Wallet,Refund Delay,36.47,Bills & Utilities,Success,My refund of £36.47 is still pending after several days.,No,Medium,Manual Review,Resolved,7,10,Yes,Refund Team,27.35,Bank Reversal Delay,Negative
DSP-0480,CUST-9863,TXN-148045,2026-04-24,Wallet,Merchant Not Credited,250.28,Subscription,Failed,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Resolved,7,6,No,Merchant Support,250.28,Incorrect Merchant Reference,Neutral
DSP-0481,CUST-9877,TXN-704876,2026-01-14,Open Banking,Merchant Not Credited,84.32,Food Delivery,Success,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,13,Yes,Merchant Support,0,Merchant Settlement Delay,Negative
DSP-0482,CUST-2386,TXN-946118,2026-05-17,Bank Transfer,Refund Delay,11.77,Bills & Utilities,Success,My refund of £11.77 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,5,No,Refund Team,5.88,Merchant Settlement Delay,Neutral
DSP-0483,CUST-3359,TXN-291542,2026-03-07,Wallet,Failed Payment,8,Travel,Success,My payment of £8.00 failed but the money was debited.,Yes,Medium,Manual Review,Open,5,7,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0484,CUST-4318,TXN-351262,2026-05-31,Card,Refund Delay,45.94,Travel,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,4,No,Refund Team,45.94,Merchant Settlement Delay,Neutral
DSP-0485,CUST-5409,TXN-680990,2026-05-31,Wallet,Duplicate Debit,58.64,Travel,Failed,I was charged twice for the same payment of £58.64.,Yes,Low,Eligible,Open,5,5,No,Refund Team,0,Duplicate Processing,Positive
DSP-0486,CUST-5016,TXN-663646,2026-04-19,Open Banking,Merchant Not Credited,52.88,Food Delivery,Pending,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,5,No,Merchant Support,0,Gateway Timeout,Positive
